province,points
Washington,87
Alentejano,87
Minho,87
Alsace,87
Veneto,87
Alsace,87
Veneto,87
California,87
Casablanca Valley,87
Leyda Valley,87
Northern Spain,87
Veneto,87
California,87
Veneto,87
Galicia,87
California,87
Veneto,87
California,87
Northern Spain,87
California,87
Mosel,87
Pfalz,87
Burgundy,87
California,87
Oregon,87
Northern Spain,87
Oregon,87
Loire Valley,87
Provence,87
Marlborough,87
Mendoza Province,87
California,87
New York,87
California,87
Washington,87
France Other,87
Galicia,87
New York,87
France Other,87
Piedmont,87
Northeastern Italy,87
Northern Spain,87
Burgenland,87
Veneto,87
Marlborough,87
Piedmont,87
California,87
Central Italy,87
Piedmont,87
Provence,87
California,87
Central Italy,87
California,87
Washington,87
California,87
Burgundy,87
California,87
Tuscany,87
Burgundy,87
Thessalikos,87
Loire Valley,87
Oregon,87
Western Cape,87
Northern Spain,87
California,87
Northeastern Italy,87
California,87
Sicily & Sardinia,87
Northern Spain,87
Oregon,87
Australia Other,87
Central Italy,87
Greece,87
Port,87
California,87
Veneto,87
California,87
Burgundy,87
Veneto,87
Northeastern Italy,87
Veneto,87
Northeastern Italy,87
Burgundy,87
Veneto,87
Other,87
Veneto,87
Northeastern Italy,87
Veneto,87
Alsace,87
Veneto,87
Northeastern Italy,87
Alsace,87
Mendoza Province,87
California,87
Veneto,87
California,87
Veneto,87
Alsace,87
Southern Italy,87
Washington,87
Sicily & Sardinia,87
Northern Spain,87
Burgundy,87
Sicily & Sardinia,87
Rhône Valley,87
California,87
Washington,87
Sicily & Sardinia,87
Santorini,87
Washington,87
Amyndeon,87
New York,87
Southern Italy,87
Washington,87
Rhône Valley,87
Washington,87
Northern Spain,87
Catalonia,87
Northern Spain,87
Southern Italy,87
Northern Spain,87
Central Italy,87
Piedmont,87
Virginia,87
California,87
Virginia,87
Douro,87
Virginia,87
California,87
Mendoza Province,87
Northeastern Italy,87
California,87
Galicia,87
Veneto,87
Beaujolais,87
Veneto,87
California,87
Veneto,87
Beaujolais,87
Idaho,87
Central Italy,87
Veneto,87
California,87
Burgundy,87
Beaujolais,87
Tuscany,87
California,87
Northern Spain,87
California,87
Tuscany,87
Northern Spain,87
Tuscany,87
California,87
Beaujolais,87
California,87
Beaujolais,87
Tuscany,87
California,87
Galicia,87
California,87
Northern Spain,87
Champagne,87
Washington,87
Tuscany,87
New York,87
California,87
Central Spain,87
Washington,87
California,87
Washington,87
Northern Spain,87
New York,87
Washington,87
Bordeaux,87
California,87
New York,87
California,87
Northern Spain,87
Levante,87
Tuscany,87
Washington,87
Champagne,87
Bordeaux,87
Tuscany,87
California,87
Northeastern Italy,87
Alsace,87
California,87
Central Italy,87
Washington,87
Alsace,87
Washington,87
Alsace,87
Maipo Valley,87
Mittelburgenland,87
California,87
Leyda Valley,87
Central Italy,87
Carnuntum,87
Provence,87
Limarí Valley,87
Washington,87
Casablanca Valley,87
Niederösterreich,87
New York,87
Maipo Valley,87
California,87
New York,87
Rapel Valley,87
Pangeon,87
New York,87
Provence,87
Cachapoal Valley,87
South Australia,87
California,87
Colchagua Valley,87
Tuscany,87
Washington,87
Tuscany,87
Washington,87
California,87
Bordeaux,87
New York,87
France Other,87
Washington,87
Alentejano,87
Leyda Valley,87
Washington,87
Tuscany,87
Catalonia,87
California,87
Washington,87
California,87
Duriense,87
Northern Spain,87
Maule Valley,87
Washington,87
Bordeaux,87
California,87
Northern Spain,87
New York,87
Catalonia,87
Elgin,87
Mendoza Province,87
California,87
Bordeaux,87
Washington,87
California,87
Washington,87
Northern Spain,87
California,87
Northern Spain,87
California,87
Washington,87
California,87
Oregon,87
Central Italy,87
Casablanca Valley,87
Languedoc-Roussillon,87
Maule Valley,87
Southern Italy,87
Tejo,87
Maipo Valley,87
Idaho,87
California,87
Oregon,87
Port,87
Oregon,87
Central Italy,87
California,87
Southwest France,87
California,87
Aconcagua Valley,87
California,87
Tuscany,87
Leyda Valley,87
Alsace,87
Casablanca Valley,87
Northern Spain,87
Tuscany,87
Palmela,87
Península de Setúbal,87
Southwest France,87
Languedoc-Roussillon,87
Cachapoal Valley,87
Southwest France,87
Washington,87
Tuscany,87
California,87
Alsace,87
Beaujolais,87
Languedoc-Roussillon,87
Tuscany,87
California,87
New York,87
California,87
Tejo,87
Vinho Verde,87
Douro,87
Elqui Valley,87
Catalonia,87
Rhône Valley,87
Northern Spain,87
Tuscany,87
Catalonia,87
Douro,87
Central Italy,87
Lisboa,87
California,87
Languedoc-Roussillon,87
Bordeaux,87
Catalonia,87
New York,87
Tuscany,87
Alentejano,87
Vinho Verde,87
California,87
Awatere Valley,87
California,87
New York,87
California,87
Tuscany,87
California,87
Northern Spain,87
Bordeaux,87
California,87
Washington,87
Colchagua Valley,87
Washington,87
Leyda Valley,87
California,87
Piedmont,87
Western Australia,87
California,87
Washington,87
California,87
Maule Valley,87
California,87
Northern Spain,87
Mosel-Saar-Ruwer,87
Tuscany,87
California,87
Northern Spain,87
California,87
Western Australia,87
Northern Spain,87
California,87
Tuscany,87
Bordeaux,87
California,87
Western Australia,87
Elgin,87
Tuscany,87
Northern Spain,87
Bordeaux,87
Victoria,87
Northern Spain,87
New South Wales,87
Simonsberg-Stellenbosch,87
Alsace,87
Northeastern Italy,87
Alsace,87
California,87
Alentejano,87
France Other,87
Tuscany,87
Alentejano,87
California,87
Douro,87
California,87
Oregon,87
California,87
Virginia,87
Tuscany,87
California,87
Tuscany,87
Northern Spain,87
California,87
Franken,87
Tuscany,87
Mendoza Province,87
Loire Valley,87
Northern Spain,87
Loire Valley,87
California,87
New South Wales,87
Arizona,87
Virginia,87
Mendoza Province,87
Virginia,87
California,87
Rheinhessen,87
Tuscany,87
California,87
Mendoza Province,87
North Dalmatia,87
Loire Valley,87
France Other,87
California,87
Veneto,87
California,87
Marlborough,87
Northeastern Italy,87
Mendoza Province,87
Burgundy,87
California,87
Mendoza Province,87
Northeastern Italy,87
California,87
Northeastern Italy,87
Alsace,87
Veneto,87
California,87
Burgundy,87
Alsace,87
Burgundy,87
Other,87
Mendoza Province,87
Marlborough,87
Lontué Valley,87
California,87
Piedmont,87
California,87
Champagne,87
Piedmont,87
Washington,87
California,87
Piedmont,87
California,87
Maipo Valley,87
California,87
Colchagua Valley,87
Piedmont,87
California,87
Piedmont,87
California,87
Dão,87
Oregon,87
Burgundy,87
California,87
Oregon,87
Northern Spain,87
Burgundy,87
Oregon,87
Tejo,87
Lisboa,87
Mendoza Province,87
Oregon,87
California,87
Northern Spain,87
California,87
Mosel,87
Pfalz,87
California,87
Península de Setúbal,87
California,87
Mendoza Province,87
California,87
Mendoza Province,87
Piedmont,87
Galicia,87
Northern Spain,87
Mosel,87
Mendoza Province,87
Northeastern Italy,87
California,87
South Australia,87
Douro,87
California,87
Provence,87
California,87
Northern Spain,87
Northeastern Italy,87
Tasmania,87
Northeastern Italy,87
California,87
Coastal Region,87
Central Spain,87
Northeastern Italy,87
Northern Spain,87
Rhône Valley,87
Washington,87
Niederösterreich,87
Washington,87
Western Cape,87
California,87
Burgenland,87
California,87
Northern Spain,87
California,87
Catalonia,87
Rhône Valley,87
Douro,87
California,87
Provence,87
Central Italy,87
Catalonia,87
California,87
Tuscany,87
California,87
Setubal,87
Tuscany,87
Washington,87
California,87
Cachapoal Valley,87
Central Otago,87
New York,87
Hawke's Bay,87
California,87
Southern Italy,87
New York,87
California,87
Bordeaux,87
California,87
Bordeaux,87
Washington,87
Bordeaux,87
Sicily & Sardinia,87
California,87
Washington,87
Sicily & Sardinia,87
New York,87
Sicily & Sardinia,87
Washington,87
Southwest France,87
Southern Italy,87
Victoria,87
California,87
Coastal Region,87
California,87
Oregon,87
California,87
Levante,87
California,87
Constantia,87
California,87
Central Valley,87
Darling,87
Oregon,87
California,87
Sicily & Sardinia,87
Stellenbosch,87
Niederösterreich,87
California,87
Northeastern Italy,87
Oregon,87
Loire Valley,87
Northern Spain,87
Veneto,87
California,87
South Australia,87
California,87
Virginia,87
Washington,87
California,87
Washington,87
Vinho Verde,87
Australia Other,87
California,87
Veneto,87
Idaho,87
Veneto,87
California,87
Vinho Verde,87
California,87
Dealu Mare,87
Colchagua Valley,87
Algarve,87
Bordeaux,87
Southwest France,87
Bordeaux,87
Catalonia,87
California,87
Alentejano,87
Veneto,87
California,87
Alsace,87
California,87
Setubal,87
California,87
Mendoza Province,87
California,87
Galicia,87
Setubal,87
California,87
Mendoza Province,87
New South Wales,87
Dão,87
Bordeaux,87
Northern Spain,87
Mendoza Province,87
Other,87
Western Cape,87
Northeastern Italy,87
Stellenbosch,87
Burgundy,87
California,87
New York,87
California,87
New York,87
Loire Valley,87
New York,87
Tuscany,87
Loire Valley,87
Tuscany,87
New York,87
Tuscany,87
California,87
Loire Valley,87
Tuscany,87
Loire Valley,87
Nashik,87
California,87
British Columbia,87
Levante,87
California,87
Washington,87
Turkey,87
Piedmont,87
Washington,87
Piedmont,87
Washington,87
Piedmont,87
Washington,87
California,87
Rapel Valley,87
Piedmont,87
Cachapoal Valley,87
South Australia,87
California,87
Tuscany,87
Washington,87
France Other,87
California,87
Piedmont,87
California,87
Northern Spain,87
Washington,87
Colchagua Valley,87
Piedmont,87
Loire Valley,87
Catalonia,87
New York,87
California,87
Washington,87
California,87
Galicia,87
Cachapoal Valley,87
California,87
New York,87
Levante,87
Washington,87
California,87
Tuscany,87
Piedmont,87
Levante,87
Franken,87
California,87
Northern Spain,87
Bordeaux,87
Southern Italy,87
Northern Spain,87
Catalonia,87
Port,87
Sicily & Sardinia,87
Bordeaux,87
California,87
Baden,87
Southern Italy,87
California,87
Northern Spain,87
Washington,87
Sicily & Sardinia,87
California,87
Aegean,87
Washington,87
California,87
Southern Italy,87
Naoussa,87
Central Spain,87
Southern Italy,87
Washington,87
California,87
Vin de Pays de Velvendo,87
Rhône Valley,87
Burgundy,87
New York,87
Burgundy,87
California,87
Burgundy,87
Southern Italy,87
California,87
Washington,87
California,87
Southern Italy,87
Northern Spain,87
Catalonia,87
Southern Italy,87
New York,87
Florina,87
Washington,87
California,87
Washington,87
Northern Spain,87
Washington,87
California,87
Bordeaux,87
California,87
Washington,87
Levante,87
California,87
Northern Spain,87
New York,87
California,87
Washington,87
New York,87
California,87
Piedmont,87
Bordeaux,87
Mendoza Province,87
Rheingau,87
Michigan,87
Alentejo,87
Northeastern Italy,87
Swartland,87
Northern Spain,87
California,87
Oregon,87
Mendoza Province,87
Michigan,87
California,87
Alsace,87
Northeastern Italy,87
Michigan,87
Alentejano,87
Oregon,87
Northeastern Italy,87
Tejo,87
Lisboa,87
Tejo,87
Douro,87
Northeastern Italy,87
Mendoza Province,87
Catalonia,87
Bordeaux,87
California,87
Rhône Valley,87
Washington,87
California,87
Champagne,87
Tuscany,87
Bordeaux,87
Tuscany,87
New York,87
Washington,87
Northern Spain,87
Tuscany,87
California,87
Tuscany,87
Northern Spain,87
California,87
Tuscany,87
Bordeaux,87
Tuscany,87
California,87
Northern Spain,87
Washington,87
New York,87
Northern Spain,87
Rhône Valley,87
Piedmont,87
Levante,87
Northern Spain,87
Washington,87
Bordeaux,87
Washington,87
Bordeaux,87
New York,87
Piedmont,87
Northern Spain,87
Piedmont,87
New York,87
California,87
Piedmont,87
New York,87
Washington,87
Wagram,87
Washington,87
Tuscany,87
New York,87
Weinland Österreich,87
California,87
Tuscany,87
Provence,87
California,87
Provence,87
New York,87
Niederösterreich,87
Tuscany,87
Virginia,87
Provence,87
California,87
Mendoza Province,87
Marlborough,87
California,87
Tuscany,87
Washington,87
America,87
Provence,87
California,87
Washington,87
Tuscany,87
Galilee,87
California,87
Galilee,87
Tuscany,87
Tokaji,87
Washington,87
Viile Timisului,87
Epanomi,87
California,87
Tuscany,87
Marlborough,87
Tuscany,87
California,87
Tuscany,87
California,87
New York,87
Crete,87
Burgundy,87
Tuscany,87
California,87
Burgundy,87
Tuscany,87
California,87
Loire Valley,87
California,87
Central Valley,87
Loire Valley,87
Washington,87
Maule Valley,87
California,87
South Australia,87
Loire Valley,87
Southern Italy,87
Washington,87
Southern Italy,87
British Columbia,87
California,87
Western Australia,87
Colchagua Valley,87
Loire Valley,87
Rapel Valley,87
Casablanca Valley,87
New York,87
Apalta,87
California,87
Northeastern Italy,87
Mendoza Province,87
California,87
Burgundy,87
Northeastern Italy,87
East Coast,87
Northeastern Italy,87
Mendoza Province,87
Washington,87
Northeastern Italy,87
Levante,87
Stellenbosch,87
Washington,87
Levante,87
Northeastern Italy,87
Rhône Valley,87
Thermenregion,87
California,87
Tasmania,87
Northeastern Italy,87
Kremstal,87
Washington,87
Burgenland,87
California,87
Washington,87
California,87
Provence,87
California,87
Uruguay,87
California,87
France Other,87
Israel,87
California,87
Maule Valley,87
Canelones,87
South Australia,87
Piedmont,87
California,87
Colchagua Costa,87
Dão,87
Douro,87
California,87
America,87
Washington,87
San Antonio,87
Virginia,87
Veneto,87
California,87
Dealu Mare,87
Veneto,87
California,87
Washington,87
California,87
Veneto,87
Washington,87
Veneto,87
Northern Spain,87
California,87
Alsace,87
Washington,87
California,87
Veneto,87
California,87
Washington,87
Southwest France,87
Washington,87
California,87
Mendoza Province,87
California,87
Virginia,87
Languedoc-Roussillon,87
Mendoza Province,87
Provence,87
New York,87
Sicily & Sardinia,87
Northern Spain,87
Mendoza Province,87
Western Cape,87
Alsace,87
Washington,87
Provence,87
Southern Italy,87
Provence,87
California,87
Alsace,87
Virginia,87
Štajerska,87
Northern Spain,87
New York,87
California,87
New York,87
Tikves,87
Thrace,87
California,87
Andalucia,87
Tuscany,88
California,88
Burgenland,88
Washington,88
Beaujolais,88
New York,88
Tuscany,88
California,88
New York,88
Marlborough,88
Northeastern Italy,88
Maipo Valley,88
Tuscany,88
California,88
Burgundy,88
California,88
Tuscany,88
Other,88
California,88
Colchagua Valley,88
California,88
Sicily & Sardinia,88
Colchagua Valley,88
Northeastern Italy,88
Maipo Valley,88
Veneto,88
Northeastern Italy,88
California,88
Northeastern Italy,88
Veneto,88
Northeastern Italy,88
California,88
Tuscany,88
Northeastern Italy,88
Naoussa,88
Valle de Guadalupe,88
Northeastern Italy,88
Rapel Valley,88
Veneto,88
Maipo Valley,88
Veneto,88
Northeastern Italy,88
California,88
Northeastern Italy,88
Maipo Valley,88
Central Valley,88
California,88
Wagram,88
Sicily & Sardinia,88
California,88
Loire Valley,88
Rhône Valley,88
Mendoza Province,88
Port,88
South Australia,88
Oregon,88
Northern Spain,88
California,88
Southwest France,88
Loire Valley,88
Sicily & Sardinia,88
South Australia,88
Oregon,88
Sicily & Sardinia,88
Oregon,88
Southwest France,88
Loire Valley,88
Oregon,88
Loire Valley,88
South Australia,88
Maipo Valley,88
Oregon,88
New York,88
Sicily & Sardinia,88
California,88
Sicily & Sardinia,88
Alsace,88
California,88
Oregon,88
Mendoza Province,88
Sicily & Sardinia,88
Galilee,88
Alsace,88
California,88
Oregon,88
Northern Spain,88
California,88
Northern Spain,88
Marlborough,88
California,88
Alsace,88
Sicily & Sardinia,88
Oregon,88
Douro,88
Mendoza Province,88
Burgundy,88
California,88
Piedmont,88
South Australia,88
Piedmont,88
Alentejo,88
Burgundy,88
Thrace,88
Burgundy,88
California,88
Burgundy,88
France Other,88
Mendoza Province,88
Tuscany,88
Bordeaux,88
Tuscany,88
Bordeaux,88
Washington,88
Robertson,88
Pfalz,88
California,88
Stellenbosch,88
California,88
Robertson,88
Washington,88
Tuscany,88
Pfalz,88
Washington,88
Stellenbosch,88
California,88
Northern Spain,88
Tuscany,88
Northeastern Italy,88
Mosel,88
Oregon,88
Northeastern Italy,88
California,88
Swartland,88
Northeastern Italy,88
California,88
Mendoza Province,88
California,88
Michigan,88
Port,88
Mosel,88
Northeastern Italy,88
Dão,88
Michigan,88
Northeastern Italy,88
California,88
Northeastern Italy,88
California,88
Mosel,88
Douro,88
Port,88
California,88
New York,88
California,88
Sicily & Sardinia,88
Bordeaux,88
New York,88
Bordeaux,88
Washington,88
Bordeaux,88
California,88
Washington,88
Sicily & Sardinia,88
Washington,88
Australia Other,88
South Australia,88
California,88
Beaujolais,88
California,88
Virginia,88
Sicily & Sardinia,88
California,88
Beaujolais,88
Casablanca Valley,88
Oregon,88
Southern Italy,88
Bordeaux,88
Beaujolais,88
Southwest France,88
Sicily & Sardinia,88
Oregon,88
Southern Italy,88
Southwest France,88
Southern Italy,88
California,88
Sicily & Sardinia,88
Virginia,88
Sicily & Sardinia,88
California,88
Beaujolais,88
Bordeaux,88
Epanomi,88
California,88
Washington,88
California,88
New York,88
Bordeaux,88
California,88
Washington,88
Piedmont,88
Loire Valley,88
California,88
Bordeaux,88
Piedmont,88
Colchagua Valley,88
California,88
Veneto,88
Alsace,88
California,88
Washington,88
Aconcagua Costa,88
California,88
Alsace,88
California,88
Alsace,88
Veneto,88
Burgundy,88
California,88
Marlborough,88
Alsace,88
Maule Valley,88
Maipo Valley,88
California,88
Washington,88
New York,88
California,88
Veneto,88
Mendoza Province,88
Virginia,88
California,88
Northern Spain,88
California,88
Burgundy,88
Veneto,88
California,88
Southwest France,88
Burgenland,88
Washington,88
Beaujolais,88
Veneto,88
Washington,88
Alsace,88
Southwest France,88
Veneto,88
Northeastern Italy,88
Washington,88
Veneto,88
Washington,88
Veneto,88
California,88
Washington,88
Dealu Mare,88
Colchagua Valley,88
Washington,88
California,88
Alsace,88
Burgundy,88
Colchagua Valley,88
California,88
Veneto,88
Northeastern Italy,88
California,88
New York,88
Alsace,88
Panciu,88
Washington,88
California,88
Colchagua Valley,88
California,88
Tuscany,88
Beaujolais,88
Marlborough,88
Washington,88
Tuscany,88
Beaujolais,88
California,88
Tuscany,88
California,88
Washington,88
Tuscany,88
California,88
New York,88
California,88
Tuscany,88
Colchagua Valley,88
Tuscany,88
California,88
Washington,88
Maipo Valley,88
Tuscany,88
Idaho,88
Tuscany,88
California,88
Bucelas,88
Galicia,88
California,88
Central Italy,88
Washington,88
Central Italy,88
Douro,88
Lisboa,88
Catalonia,88
Washington,88
California,88
Washington,88
Beaujolais,88
Mendoza Province,88
Beaujolais,88
Washington,88
California,88
Lisboa,88
Lombardy,88
Pfalz,88
California,88
Oregon,88
California,88
Mendoza Province,88
Beaujolais,88
Washington,88
Oregon,88
California,88
Veneto,88
Washington,88
California,88
Veneto,88
Washington,88
Veneto,88
Victoria,88
Central Valley,88
Alsace,88
Veneto,88
Central Spain,88
South Australia,88
California,88
Peumo,88
Casablanca Valley,88
Colchagua Valley,88
Veneto,88
Alsace,88
Veneto,88
Alsace,88
Colchagua Valley,88
Northern Spain,88
Catalonia,88
Washington,88
Catalonia,88
Northeastern Italy,88
California,88
Catalonia,88
Central Italy,88
Bordeaux,88
Provence,88
Bordeaux,88
California,88
Northern Spain,88
California,88
Central Italy,88
Oregon,88
California,88
Central Italy,88
California,88
Galicia,88
Oregon,88
California,88
Thermenregion,88
California,88
San Antonio,88
Northern Spain,88
California,88
Central Italy,88
Beaujolais,88
Washington,88
Oregon,88
Levante,88
California,88
Washington,88
California,88
Northern Spain,88
Dão,88
California,88
Douro,88
California,88
Oregon,88
Piedmont,88
California,88
South Australia,88
Mendoza Province,88
California,88
South Australia,88
California,88
Mendoza Province,88
California,88
South Australia,88
California,88
Oregon,88
Drama,88
Veneto,88
Rhône Valley,88
Lombardy,88
California,88
Alentejano,88
California,88
Piedmont,88
Northern Spain,88
Rhône Valley,88
Douro,88
Ella Valley,88
Oregon,88
Bordeaux,88
Douro,88
California,88
Champagne,88
Washington,88
California,88
Washington,88
California,88
Oregon,88
Tuscany,88
Southern Italy,88
Oregon,88
Tuscany,88
California,88
Washington,88
Champagne,88
California,88
Galicia,88
Champagne,88
California,88
Central Italy,88
Champagne,88
Southern Italy,88
California,88
Rheinhessen,88
California,88
Southern Italy,88
Württemberg,88
Baden,88
Southern Italy,88
Northern Spain,88
California,88
Galicia,88
Washington,88
Port,88
Washington,88
Bordeaux,88
California,88
Österreichischer Sekt,88
Washington,88
California,88
Tuscany,88
Washington,88
New York,88
Washington,88
Tuscany,88
New York,88
Central Valley,88
Washington,88
Tuscany,88
Catalonia,88
California,88
Northern Spain,88
Maule Valley,88
California,88
Southwest France,88
California,88
Beaujolais,88
Southwest France,88
Rhône Valley,88
Southwest France,88
New York,88
Northern Spain,88
New York,88
Northern Spain,88
Virginia,88
Mendoza Province,88
California,88
Provence,88
Southern Italy,88
Istria,88
Washington,88
New York,88
Southern Italy,88
Mendoza Province,88
Stellenbosch,88
Washington,88
Marlborough,88
Catalonia,88
Hawke's Bay,88
Southern Italy,88
Peljesac,88
California,88
Washington,88
Northern Spain,88
Coastal Region,88
Stellenbosch,88
Southern Italy,88
Washington,88
California,88
Burgundy,88
Washington,88
Loire Valley,88
Burgundy,88
Loire Valley,88
Veneto,88
Washington,88
Mendoza Province,88
Curicó Valley,88
New York,88
Kakheti,88
Awatere Valley,88
Mendoza Province,88
Canelones,88
Washington,88
Veneto,88
Mendoza Province,88
Washington,88
California,88
Tuscany,88
Mendoza Province,88
New York,88
Washington,88
Hawke's Bay,88
California,88
Burgundy,88
California,88
Casablanca Valley,88
California,88
,88
Washington,88
California,88
Leyda Valley,88
California,88
Washington,88
Northern Spain,88
California,88
Washington,88
California,88
Mendoza Province,88
Bordeaux,88
Oregon,88
Loire Valley,88
Andalucia,88
Sicily & Sardinia,88
South Australia,88
Victoria,88
Beaujolais,88
Burgundy,88
Washington,88
California,88
Washington,88
California,88
Burgundy,88
California,88
New York,88
Burgundy,88
Beaujolais,88
Piedmont,88
Burgundy,88
New York,88
Catalonia,88
New York,88
California,88
Burgundy,88
Washington,88
Burgundy,88
Washington,88
Piedmont,88
California,88
Washington,88
Württemberg,88
Washington,88
Sicily & Sardinia,88
Southern Italy,88
Bordeaux,88
Languedoc-Roussillon,88
Southern Italy,88
Languedoc-Roussillon,88
Marlborough,88
Elqui Valley,88
California,88
Robertson,88
Southern Italy,88
Veneto,88
South Australia,88
California,88
Veneto,88
Marlborough,88
Southern Italy,88
Sicily & Sardinia,88
California,88
Casablanca Valley,88
Mosel-Saar-Ruwer,88
Washington,88
Coastal Region,88
Washington,88
Bordeaux,88
Washington,88
Alsace,88
California,88
Rapsani,88
Central Italy,88
California,88
Central Italy,88
California,88
Alsace,88
Provence,88
Washington,88
California,88
Central Italy,88
New York,88
Alsace,88
Leyda Valley,88
Burgenland,88
New York,88
Paarl,88
New South Wales,88
Victoria,88
California,88
South Australia,88
California,88
Mendoza Province,88
California,88
Tuscany,88
Other,88
Australia Other,88
Walker Bay,88
Washington,88
Mendoza Province,88
Australia Other,88
Tuscany,88
Paarl,88
Mendoza Province,88
Tuscany,88
Piedmont,88
Northern Spain,88
Tuscany,88
Washington,88
Mendoza Province,88
Vinho Verde,88
Tokaj,88
Oregon,88
Other,88
Burgundy,88
Vinho Verde,88
Other,88
Douro,88
Piedmont,88
France Other,88
Kakheti,88
Piedmont,88
Burgundy,88
Australia Other,88
California,88
Oregon,88
California,88
Piedmont,88
Mendoza Province,88
California,88
Burgundy,88
Oregon,88
Mendoza Province,88
Oregon,88
Bairrada,88
California,88
Mendoza Province,88
California,88
Mendoza Province,88
Maipo Valley,88
California,88
Other,88
Burgundy,88
Veneto,88
New York,88
California,88
Provence,88
Lombardy,88
California,88
Veneto,88
Northeastern Italy,88
Port,88
California,88
Port,88
Veneto,88
Lombardy,88
Virginia,88
Champagne,88
Rheingau,88
California,88
San Antonio,88
Veneto,88
Lontué Valley,88
New York,88
Nahe,88
Oregon,88
New York,88
Casablanca Valley,88
California,88
Veneto,88
New York,88
California,88
Veneto,88
California,88
New York,88
California,88
Casablanca Valley,88
Rheinhessen,88
Veneto,88
Washington,88
Südoststeiermark,88
Niederösterreich,88
California,88
Piedmont,88
California,88
Champagne,88
Piedmont,88
California,88
South Australia,88
Douro,88
California,88
Piedmont,88
California,88
Veneto,88
California,88
Washington,88
California,88
Dão,88
Lisboa,88
Pinto Bandeira,88
Bordeaux,88
France Other,88
Bordeaux,88
Southern Italy,88
Tuscany,88
California,88
France Other,88
Burgundy,88
South Australia,88
Oregon,88
California,88
Burgundy,88
Colchagua Valley,88
California,88
Mosel,88
California,88
Washington,88
California,88
Burgundy,88
California,88
Galicia,88
California,88
Marlborough,88
Washington,88
California,88
Sicily & Sardinia,88
New York,88
California,88
Washington,88
Southern Italy,88
California,88
Washington,88
California,88
Washington,88
Bordeaux,88
New York,88
Bordeaux,88
California,88
Champagne,88
Oregon,88
California,88
Bordeaux,88
Oregon,88
California,88
South Australia,88
California,88
Oregon,88
California,88
Oregon,88
Champagne,88
California,88
Northeastern Italy,88
California,88
Burgundy,88
California,88
Idaho,88
Veneto,88
California,88
Alentejano,88
Central Italy,88
California,88
Tuscany,88
Oregon,88
California,88
Veneto,88
California,88
Mendoza Province,88
Catalonia,88
Piedmont,88
California,88
Veneto,88
San Vicente,88
California,88
Piedmont,88
California,88
Idaho,88
Northern Spain,88
Bordeaux,88
California,88
Tuscany,88
Idaho,88
California,88
Oregon,88
California,88
Oregon,88
Alentejano,88
Casablanca Valley,88
Central Italy,88
Languedoc-Roussillon,88
Casablanca Valley,88
Southern Italy,88
California,88
Oregon,88
Port,88
Oregon,88
British Columbia,88
California,88
Wagram-Donauland,88
Galicia,88
Washington,88
Tuscany,88
Washington,88
Tuscany,88
Central Spain,88
Washington,88
Tuscany,88
California,88
Washington,88
Tuscany,88
Washington,88
Mendoza Province,88
California,88
Bordeaux,88
Washington,88
New York,88
Tuscany,88
Galicia,88
California,88
Washington,88
Bordeaux,88
California,88
Bairrada,88
Washington,88
Bordeaux,88
California,88
Beaujolais,88
Douro,88
California,88
Oregon,88
Washington,88
Mosel,88
California,88
Victoria,88
Beaujolais,88
Oregon,88
Bordeaux,88
Lombardy,88
Bairrada,88
Washington,88
California,88
Washington,88
South Australia,88
Washington,88
Central Italy,88
Loire Valley,88
California,88
Washington,88
California,88
South Australia,88
Tuscany,88
Colchagua Valley,88
Central Italy,88
Hawke's Bay,88
Wachau,88
California,88
Veneto,88
Central Otago,88
Champagne,88
Washington,88
Loire Valley,88
Washington,88
California,88
Piedmont,88
Burgundy,88
California,88
Maipo Valley,88
Burgundy,88
Kor�?ula,88
Limarí Valley,88
California,88
Burgundy,88
Crete,88
Piedmont,88
California,88
Piedmont,88
California,88
Piedmont,88
California,88
San Antonio,88
Veneto,88
Lontué Valley,88
New York,88
Nahe,88
Colchagua Valley,88
Rheingau,88
California,88
Alsace,88
Mosel,88
Curicó Valley,88
Pfalz,88
Veneto,88
Pfalz,88
California,88
Veneto,88
Oregon,88
Western Cape,88
Maule Valley,88
Beaujolais,88
Alsace,88
Southwest France,88
California,88
Northeastern Italy,88
California,88
Veneto,88
Washington,88
California,88
Burgenland,88
Washington,88
California,88
Loire Valley,88
Washington,88
California,88
Niederösterreich,88
California,88
Niederösterreich,88
Rhône Valley,88
Niederösterreich,88
California,88
New York,88
California,88
Piedmont,88
Niederösterreich,88
Washington,88
California,88
Catalonia,88
Northern Spain,88
Washington,88
California,88
New York,88
Southern Italy,88
Tuscany,88
San Antonio,88
Bordeaux,88
Languedoc-Roussillon,88
Bordeaux,88
Washington,88
Southern Italy,88
California,88
Stellenbosch,88
Southern Italy,88
Veneto,88
Tuscany,88
Baden,88
California,88
Northeastern Italy,88
California,88
Central Otago,88
California,88
Casablanca Valley,88
Southern Italy,88
Casablanca Valley,88
California,88
Central Italy,88
Oregon,88
South Australia,88
New York,88
Mendoza Province,88
Sicily & Sardinia,88
Port,88
Oregon,88
Western Australia,88
Northern Spain,88
Central Italy,88
Sicily & Sardinia,88
Northern Spain,88
Mendoza Province,88
Australia Other,88
Oregon,88
California,88
Bordeaux,88
Sicily & Sardinia,88
South Australia,88
New York,88
Douro,88
Tuscany,88
Beaujolais,88
Northern Spain,88
Washington,88
Tuscany,88
